"","IndustryGroup","JobGroup","RiskGroup","EduGroup","WageGroup","WageGroup2","AgeGroup","Sex","V20","V21","sum_Employment"
"9845","3","7","2",5,"3","5","5",1,292,753,149.21
"9846","3","7","2",5,"3","5","5",1,303,753,192.259
"9847","3","7","2",5,"4","5","3",1,241,753,45.117
"9848","3","7","2",5,"4","5","3",1,261,753,78.81
"9849","3","7","2",5,"4","5","3",1,291,753,194.108
"9850","3","7","2",5,"4","5","3",1,292,753,365.796
"9851","3","7","2",5,"4","5","3",1,311,752,130.076
"9852","3","7","2",5,"4","5","3",1,311,792,285.125
"9853","3","7","2",5,"4","5","4",1,107,753,70.575
"9854","3","7","2",5,"4","5","4",1,201,753,140.449
"9855","3","7","2",5,"4","5","4",1,204,753,50.684
"9856","3","7","2",5,"4","5","4",1,222,772,82.726
"9857","3","7","2",5,"4","5","4",1,272,753,149.335
"9858","3","7","2",5,"4","5","4",1,281,753,168.566
"9859","3","7","2",5,"4","5","4",1,291,753,81.893
"9860","3","7","2",5,"4","5","4",1,311,753,105.702
"9861","3","7","2",5,"4","5","4",1,313,752,45.483
"9862","3","7","2",5,"4","5","5",1,233,753,48.17
"9863","3","7","2",5,"4","5","5",1,292,753,168.01
"9864","3","7","2",5,"4","5","5",1,303,753,127.563
"9865","3","7","2",5,"4","5","6",1,251,753,23.794
"9866","3","7","2",5,"5","5","3",1,261,753,179.403
"9867","3","7","2",5,"5","5","3",1,291,752,210.546
"9868","3","7","2",5,"5","5","3",1,292,753,148.614
"9869","3","7","2",5,"5","5","3",1,311,792,193.93
"9870","3","7","2",5,"5","5","4",1,231,753,141.631
"9871","3","7","2",5,"5","5","4",1,241,753,42.088
"9872","3","7","2",5,"5","5","4",1,261,753,170.53
"9873","3","7","2",5,"5","5","4",1,271,761,156.546
"9874","3","7","2",5,"5","5","4",1,292,753,156.546
"9875","3","7","2",5,"5","5","4",1,311,752,74.377
"9876","3","7","2",5,"5","5","4",1,311,792,155.881
"9877","3","7","2",5,"5","5","4",1,313,753,48.573
"9878","3","7","2",5,"5","5","5",1,233,753,33.696
"9879","3","7","2",5,"6","5","4",1,241,753,168.151
"9880","3","7","2",5,"6","5","4",1,262,753,57.223
"9881","3","7","2",5,"6","5","4",1,313,752,178.043
"9882","3","7","2",5,"7","5","4",1,261,753,167.015
"9883","3","7","2",5,"7","5","4",1,292,753,171.843
"9884","3","7","2",5,"8","5","4",1,261,753,72.629
"9885","3","7","2",5,"9","5","4",1,291,753,72.629
"9886","3","7","2",5,NA,NA,"2",1,331,799,300.926
"9887","3","7","2",5,NA,NA,"2",2,151,791,348.716
"9888","3","7","2",5,NA,NA,"2",2,232,791,61.808
"9889","3","7","2",5,NA,NA,"2",2,334,791,239.884
"9890","3","7","2",5,NA,NA,"3",1,152,721,271.783
"9891","3","7","2",5,NA,NA,"3",1,232,791,196.812
"9892","3","7","2",5,NA,NA,"3",1,239,774,223.998
"9893","3","7","2",5,NA,NA,"3",1,319,752,285.758
"9894","3","7","2",5,NA,NA,"3",1,331,791,195.374
"9895","3","7","2",5,NA,NA,"3",1,339,791,207.215
"9896","3","7","2",5,NA,NA,"3",2,132,721,252.765
"9897","3","7","2",5,NA,NA,"3",2,204,791,334.153
"9898","3","7","2",5,NA,NA,"3",2,331,791,358.859
"9899","3","7","2",5,NA,NA,"4",1,162,791,87.922
"9900","3","7","2",5,NA,NA,"4",1,181,799,31.429
"9901","3","7","2",5,NA,NA,"4",1,204,791,88.087
"9902","3","7","2",5,NA,NA,"4",1,232,791,154.372
"9903","3","7","2",5,NA,NA,"4",1,239,772,70.382
"9904","3","7","2",5,NA,NA,"4",1,291,753,166.603
"9905","3","7","2",5,NA,NA,"4",1,292,753,149.095
"9906","3","7","2",5,NA,NA,"4",1,319,752,123.68
"9907","3","7","2",5,NA,NA,"4",1,331,791,225.114
"9908","3","7","2",5,NA,NA,"4",1,339,791,50.039
"9909","3","7","2",5,NA,NA,"4",2,132,721,32.579
"9910","3","7","2",5,NA,NA,"4",2,151,791,116.303
"9911","3","7","2",5,NA,NA,"4",2,204,791,233.464
"9912","3","7","2",5,NA,NA,"4",2,232,791,559.012
"9913","3","7","2",5,NA,NA,"4",2,334,791,166.391
"9914","3","7","2",5,NA,NA,"4",2,339,791,61.443
"9915","3","7","2",5,NA,NA,"5",1,152,721,65.152
"9916","3","7","2",5,NA,NA,"5",1,231,799,24.863
"9917","3","7","2",5,NA,NA,"5",1,232,791,673.443
"9918","3","7","2",5,NA,NA,"5",1,239,772,164.639
"9919","3","7","2",5,NA,NA,"5",1,272,753,317.225
"9920","3","7","2",5,NA,NA,"5",1,272,761,48.084
"9921","3","7","2",5,NA,NA,"5",1,291,761,259.114
"9922","3","7","2",5,NA,NA,"5",1,320,791,38.859
"9923","3","7","2",5,NA,NA,"5",2,134,721,17.879
"9924","3","7","2",5,NA,NA,"5",2,151,721,437.958
"9925","3","7","2",5,NA,NA,"5",2,232,791,314.928
"9926","3","7","2",5,NA,NA,"6",1,151,721,449.195
"9927","3","7","2",5,NA,NA,"6",1,222,753,165.632
"9928","3","7","2",5,NA,NA,"6",1,232,791,25.091
"9929","3","7","2",5,NA,NA,"6",1,239,774,66.064
"9930","3","7","2",5,NA,NA,"6",1,331,791,140.545
"9931","3","7","2",5,NA,NA,"7",1,232,791,43.578
"9932","3","7","2",6,"1","2","2",2,232,791,327.433
"9933","3","7","2",6,"1","2","3",2,162,791,376.42
"9934","3","7","2",6,"2","3","6",1,261,761,179.537
"9935","3","7","2",6,"5","5","4",1,262,753,142.311
"9936","3","7","2",6,NA,NA,"2",2,232,791,32.418
"9937","3","7","2",6,NA,NA,"3",2,232,791,18.572
"9938","3","7","2",6,NA,NA,"4",1,232,791,45.14
"9939","3","7","2",6,NA,NA,"4",1,331,791,493.905
"9940","3","7","2",6,NA,NA,"4",2,231,799,22.15
"9941","3","7","2",6,NA,NA,"5",1,231,791,37.591
"9942","3","7","2",6,NA,NA,"5",1,232,791,45.306
"9943","3","7","2",6,NA,NA,"5",2,232,791,207.756
"9944","3","7","2",6,NA,NA,"6",1,232,791,110.567
"9945","3","7","2",6,NA,NA,"6",1,339,791,177.66
"9946","3","7","2",7,NA,NA,"4",2,231,791,42.481
"9947","3","7","2",7,NA,NA,"6",1,232,791,19.285
"9948","3","7","3",0,"0","1","6",2,102,710,42.701
"9949","3","7","3",0,"0","1","7",2,102,710,77.102
"9950","3","7","3",0,"0","1","7",2,107,710,65.703
"9951","3","7","3",0,"1","1","5",2,102,710,24.493
"9952","3","7","3",0,"1","1","7",2,102,710,39.736
"9953","3","7","3",0,"1","2","4",1,107,710,53.459
"9954","3","7","3",0,"1","2","5",1,259,743,296.582
"9955","3","7","3",0,"1","2","5",2,107,710,13.452
"9956","3","7","3",0,"1","2","6",2,102,710,201.45
"9957","3","7","3",0,"1","2","7",2,102,710,46.338
"9958","3","7","3",0,"1","3","6",2,101,710,31.566
"9959","3","7","3",0,"3","4","6",1,320,742,125.106
"9960","3","7","3",0,NA,NA,"5",1,320,730,29.726
"9961","3","7","3",0,NA,NA,"6",1,107,710,426.117
"9962","3","7","3",0,NA,NA,"6",1,162,730,18.362
"9963","3","7","3",0,NA,NA,"6",2,102,710,32.72
"9964","3","7","3",0,NA,NA,"6",2,107,710,585.998
"9965","3","7","3",0,NA,NA,"6",2,311,773,16.061
"9966","3","7","3",0,NA,NA,"7",1,107,710,47.097
"9967","3","7","3",0,NA,NA,"7",2,101,710,99.31
"9968","3","7","3",0,NA,NA,"7",2,106,710,47.654
"9969","3","7","3",0,NA,NA,"7",2,107,710,805.913
"9970","3","7","3",1,"0","1","2",2,101,710,60.41
"9971","3","7","3",1,"0","1","5",2,101,710,199.53
"9972","3","7","3",1,"0","1","5",2,102,710,87.602
"9973","3","7","3",1,"0","1","5",2,107,710,18.446
"9974","3","7","3",1,"0","1","6",1,102,710,40.23
"9975","3","7","3",1,"0","1","6",2,102,710,480.025
"9976","3","7","3",1,"0","1","6",2,103,710,43.761
"9977","3","7","3",1,"0","1","7",1,102,710,32.925
"9978","3","7","3",1,"0","1","7",2,101,710,225.706
"9979","3","7","3",1,"0","1","7",2,102,710,44.801
"9980","3","7","3",1,"0","1","7",2,107,710,48.784
"9981","3","7","3",1,"0","1","7",2,162,730,68.168
"9982","3","7","3",1,"1","1","2",2,102,710,33.068
"9983","3","7","3",1,"1","1","3",2,102,710,74.053
"9984","3","7","3",1,"1","1","5",2,102,710,422.864
"9985","3","7","3",1,"1","1","5",2,103,710,237.403
"9986","3","7","3",1,"1","1","6",1,103,710,9.426
"9987","3","7","3",1,"1","1","6",1,162,730,38.968
"9988","3","7","3",1,"1","1","6",2,101,710,167.932
"9989","3","7","3",1,"1","1","6",2,102,710,172.141
"9990","3","7","3",1,"1","1","6",2,103,710,61.032
"9991","3","7","3",1,"1","1","7",1,101,710,51.87
"9992","3","7","3",1,"1","1","7",2,101,710,16.384
"9993","3","7","3",1,"1","1","7",2,102,710,43.162
"9994","3","7","3",1,"1","2","3",2,103,710,83.277
"9995","3","7","3",1,"1","2","3",2,107,710,135.943
"9996","3","7","3",1,"1","2","4",1,101,710,13.7
"9997","3","7","3",1,"1","2","4",1,107,710,14.329
"9998","3","7","3",1,"1","2","4",1,292,741,215.733
"9999","3","7","3",1,"1","2","4",2,102,710,33.149
"10000","3","7","3",1,"1","2","4",2,103,710,179.039
"10001","3","7","3",1,"1","2","4",2,107,710,127.014
"10002","3","7","3",1,"1","2","5",1,101,710,69.535
"10003","3","7","3",1,"1","2","5",1,102,710,26.951
"10004","3","7","3",1,"1","2","5",1,162,730,37.458
"10005","3","7","3",1,"1","2","5",1,251,773,92.169
"10006","3","7","3",1,"1","2","5",1,292,743,187.448
"10007","3","7","3",1,"1","2","5",2,101,710,507.659
"10008","3","7","3",1,"1","2","5",2,102,710,323.588
"10009","3","7","3",1,"1","2","5",2,103,710,28.938
"10010","3","7","3",1,"1","2","5",2,107,710,166.379
"10011","3","7","3",1,"1","2","5",2,251,773,61.605
"10012","3","7","3",1,"1","2","6",1,101,710,14.794
"10013","3","7","3",1,"1","2","6",1,162,730,34.149
"10014","3","7","3",1,"1","2","6",1,212,710,155.304
"10015","3","7","3",1,"1","2","6",1,231,773,29.219
"10016","3","7","3",1,"1","2","6",1,251,743,133.089
"10017","3","7","3",1,"1","2","6",1,251,773,12.898
"10018","3","7","3",1,"1","2","6",1,311,743,198.61
"10019","3","7","3",1,"1","2","6",1,311,773,108.542
"10020","3","7","3",1,"1","2","6",1,320,730,89.8
"10021","3","7","3",1,"1","2","6",2,101,710,345.596
"10022","3","7","3",1,"1","2","6",2,102,710,1004.416
"10023","3","7","3",1,"1","2","6",2,103,710,39.099
"10024","3","7","3",1,"1","2","6",2,107,710,47.612
"10025","3","7","3",1,"1","2","6",2,162,730,114.917
"10026","3","7","3",1,"1","2","6",2,251,743,92.28
"10027","3","7","3",1,"1","2","6",2,320,730,22.422
"10028","3","7","3",1,"1","2","7",1,107,710,58.39
"10029","3","7","3",1,"1","2","7",1,161,730,9.815
"10030","3","7","3",1,"1","2","7",1,320,773,228.066
"10031","3","7","3",1,"1","2","7",2,101,710,40.106
"10032","3","7","3",1,"1","2","7",2,102,710,333.927
"10033","3","7","3",1,"1","3","5",1,162,730,97.88
"10034","3","7","3",1,"1","3","5",1,292,741,151.317
"10035","3","7","3",1,"1","3","5",1,311,743,255.546
"10036","3","7","3",1,"1","3","5",1,320,730,84.909
"10037","3","7","3",1,"1","3","5",2,101,710,248.413
"10038","3","7","3",1,"1","3","5",2,102,710,52.891
"10039","3","7","3",1,"1","3","5",2,107,710,15.054
"10040","3","7","3",1,"1","3","5",2,311,743,242.091
"10041","3","7","3",1,"1","3","6",1,292,741,147.308
"10042","3","7","3",1,"1","3","6",1,320,730,31.836
"10043","3","7","3",1,"1","3","6",2,102,710,135.833
"10044","3","7","3",1,"2","3","4",1,162,730,28.87
"10045","3","7","3",1,"2","3","5",1,103,710,10.33
"10046","3","7","3",1,"2","3","5",1,222,773,107.975
"10047","3","7","3",1,"2","3","5",1,259,741,60.638
"10048","3","7","3",1,"2","3","5",2,103,710,18.081
"10049","3","7","3",1,"2","3","5",2,151,722,74.215
"10050","3","7","3",1,"2","3","5",2,251,742,245.526
"10051","3","7","3",1,"2","3","5",2,311,743,86.248
"10052","3","7","3",1,"2","3","6",1,101,710,42.927
"10053","3","7","3",1,"2","3","6",1,161,741,131.474
"10054","3","7","3",1,"2","3","6",1,233,743,26.276
"10055","3","7","3",1,"2","3","6",1,291,743,32.22
"10056","3","7","3",1,"2","3","6",1,311,743,163.096
"10057","3","7","3",1,"2","3","6",2,101,710,301.31
"10058","3","7","3",1,"2","4","3",1,303,743,191.412
"10059","3","7","3",1,"2","4","5",1,251,743,81.318
"10060","3","7","3",1,"2","4","5",1,259,743,200.655
"10061","3","7","3",1,"2","4","5",1,311,743,135.649
"10062","3","7","3",1,"2","4","6",1,101,710,34.117
"10063","3","7","3",1,"2","4","6",1,251,743,303.269
"10064","3","7","3",1,"2","4","6",1,251,771,179.537
"10065","3","7","3",1,"2","4","6",1,339,730,121.967
"10066","3","7","3",1,"3","4","4",1,251,743,47.167
"10067","3","7","3",1,"3","4","5",1,251,742,52.46
"10068","3","7","3",1,"3","4","5",1,272,741,191.731
"10069","3","7","3",1,"3","4","5",1,272,743,193.15
"10070","3","7","3",1,"3","4","5",1,311,773,125.557
"10071","3","7","3",1,"3","4","5",1,320,730,212.27
"10072","3","7","3",1,"3","4","6",1,243,743,124.717
"10073","3","7","3",1,"3","4","6",1,291,743,155.304
"10074","3","7","3",1,"3","5","5",1,132,743,42.182
"10075","3","7","3",1,"3","5","6",1,162,730,289.76
"10076","3","7","3",1,"4","5","4",1,222,743,179.947
"10077","3","7","3",1,"4","5","5",1,291,743,312.907
"10078","3","7","3",1,"4","5","5",1,303,743,126.34
"10079","3","7","3",1,"4","5","6",1,303,741,218.949
"10080","3","7","3",1,"6","5","5",1,311,773,140.824
"10081","3","7","3",1,NA,NA,"2",1,103,710,72.018
"10082","3","7","3",1,NA,NA,"3",1,320,730,69.354
"10083","3","7","3",1,NA,NA,"5",1,107,710,423.785
"10084","3","7","3",1,NA,NA,"5",1,243,741,164.152
"10085","3","7","3",1,NA,NA,"5",1,251,743,180.669
"10086","3","7","3",1,NA,NA,"5",1,251,773,45.811
"10087","3","7","3",1,NA,NA,"5",1,259,743,62.872
"10088","3","7","3",1,NA,NA,"5",1,292,741,264.686
"10089","3","7","3",1,NA,NA,"5",2,102,710,47.537
"10090","3","7","3",1,NA,NA,"5",2,103,710,4.042
"10091","3","7","3",1,NA,NA,"5",2,107,710,694.568
"10092","3","7","3",1,NA,NA,"5",2,141,722,597.968
"10093","3","7","3",1,NA,NA,"5",2,339,730,184.723
"10094","3","7","3",1,NA,NA,"6",1,101,710,27.995
"10095","3","7","3",1,NA,NA,"6",1,102,710,57.645
"10096","3","7","3",1,NA,NA,"6",1,103,710,32.91
"10097","3","7","3",1,NA,NA,"6",1,106,710,8.644
"10098","3","7","3",1,NA,NA,"6",1,107,710,1417.942
"10099","3","7","3",1,NA,NA,"6",1,141,722,73.858
"10100","3","7","3",1,NA,NA,"6",1,162,730,32.537
"10101","3","7","3",1,NA,NA,"6",1,251,771,73.626
"10102","3","7","3",1,NA,NA,"6",1,259,741,467.739
"10103","3","7","3",1,NA,NA,"6",1,259,743,185.6
"10104","3","7","3",1,NA,NA,"6",1,291,743,88.218
"10105","3","7","3",1,NA,NA,"6",1,320,730,66.128
"10106","3","7","3",1,NA,NA,"6",1,332,730,14.564
"10107","3","7","3",1,NA,NA,"6",2,102,710,49.078
"10108","3","7","3",1,NA,NA,"6",2,103,710,88.273
"10109","3","7","3",1,NA,NA,"6",2,107,710,2293.629
"10110","3","7","3",1,NA,NA,"6",2,141,722,527.21
"10111","3","7","3",1,NA,NA,"6",2,251,771,42.328
"10112","3","7","3",1,NA,NA,"6",2,332,730,56.037
"10113","3","7","3",1,NA,NA,"7",1,102,710,22.052
"10114","3","7","3",1,NA,NA,"7",1,107,710,672.066
"10115","3","7","3",1,NA,NA,"7",1,251,742,128.223
"10116","3","7","3",1,NA,NA,"7",1,320,730,132.388
"10117","3","7","3",1,NA,NA,"7",2,102,710,236.419
"10118","3","7","3",1,NA,NA,"7",2,106,710,40.558
"10119","3","7","3",1,NA,NA,"7",2,107,710,894.679
"10120","3","7","3",1,NA,NA,"7",2,259,742,34.011
"10121","3","7","3",2,"0","1","4",2,102,710,74.588
"10122","3","7","3",2,"0","1","5",1,320,773,29.571
"10123","3","7","3",2,"0","1","5",2,102,710,231.633
"10124","3","7","3",2,"0","1","5",2,103,710,59.679
"10125","3","7","3",2,"0","1","5",2,107,710,100.627
"10126","3","7","3",2,"0","1","6",2,102,710,62.554
"10127","3","7","3",2,"0","1","6",2,103,710,105.477
"10128","3","7","3",2,"0","1","7",1,107,710,42.575
"10129","3","7","3",2,"0","1","7",2,107,710,65.703
"10130","3","7","3",2,"1","1","3",2,102,710,137.302
"10131","3","7","3",2,"1","1","3",2,103,710,38.314
"10132","3","7","3",2,"1","1","4",2,102,710,52.25
"10133","3","7","3",2,"1","1","5",1,311,743,44.188
"10134","3","7","3",2,"1","1","5",2,101,710,46.445
"10135","3","7","3",2,"1","1","5",2,102,710,60.095
"10136","3","7","3",2,"1","1","5",2,107,710,379.229
"10137","3","7","3",2,"1","1","6",2,101,710,47.412
"10138","3","7","3",2,"1","1","6",2,102,710,184.008
"10139","3","7","3",2,"1","2","2",1,259,741,285.622
"10140","3","7","3",2,"1","2","2",1,292,741,354.889
"10141","3","7","3",2,"1","2","2",2,101,710,99.68
"10142","3","7","3",2,"1","2","2",2,102,710,54.264
"10143","3","7","3",2,"1","2","2",2,311,773,76.017
"10144","3","7","3",2,"1","2","3",1,251,773,249.754
"10145","3","7","3",2,"1","2","3",1,311,743,254.743
"10146","3","7","3",2,"1","2","3",2,101,710,101.472
"10147","3","7","3",2,"1","2","3",2,102,710,260.772
"10148","3","7","3",2,"1","2","3",2,103,710,18.726
"10149","3","7","3",2,"1","2","3",2,311,743,40.829
"10150","3","7","3",2,"1","2","4",1,251,743,15.798
"10151","3","7","3",2,"1","2","4",1,311,743,53.153
"10152","3","7","3",2,"1","2","4",1,339,730,15.234
"10153","3","7","3",2,"1","2","4",2,101,710,209.848
"10154","3","7","3",2,"1","2","4",2,102,710,30.649
"10155","3","7","3",2,"1","2","4",2,103,710,27.229
"10156","3","7","3",2,"1","2","4",2,107,710,101.631
"10157","3","7","3",2,"1","2","4",2,259,741,191.223
"10158","3","7","3",2,"1","2","4",2,303,743,29.229
"10159","3","7","3",2,"1","2","5",1,103,710,68.061
"10160","3","7","3",2,"1","2","5",1,107,710,103.409
"10161","3","7","3",2,"1","2","5",1,162,730,125.557
"10162","3","7","3",2,"1","2","5",1,243,741,68.145
"10163","3","7","3",2,"1","2","5",1,251,743,240.192
"10164","3","7","3",2,"1","2","5",1,311,773,102.305
"10165","3","7","3",2,"1","2","5",1,320,741,241.215
"10166","3","7","3",2,"1","2","5",1,339,730,199.132
"10167","3","7","3",2,"1","2","5",2,101,710,1175.842
"10168","3","7","3",2,"1","2","5",2,102,710,771.071
"10169","3","7","3",2,"1","2","5",2,103,710,551.524
"10170","3","7","3",2,"1","2","5",2,107,710,650.12
"10171","3","7","3",2,"1","2","5",2,141,722,220.765
"10172","3","7","3",2,"1","2","5",2,259,741,189.977
"10173","3","7","3",2,"1","2","5",2,281,743,306.325
"10174","3","7","3",2,"1","2","5",2,303,743,178.275
"10175","3","7","3",2,"1","2","5",2,332,730,154.913
"10176","3","7","3",2,"1","2","6",1,101,710,43.027
"10177","3","7","3",2,"1","2","6",1,107,710,392.527
"10178","3","7","3",2,"1","2","6",1,251,742,89.239
"10179","3","7","3",2,"1","2","6",1,320,730,155.375
"10180","3","7","3",2,"1","2","6",2,101,710,43.876
"10181","3","7","3",2,"1","2","6",2,102,710,170.628
"10182","3","7","3",2,"1","2","6",2,107,710,142.617
"10183","3","7","3",2,"1","2","6",2,162,730,167.662
"10184","3","7","3",2,"1","2","6",2,251,773,166.523
"10185","3","7","3",2,"1","2","7",1,311,771,40.561
"10186","3","7","3",2,"1","2","7",2,107,710,65.703
"10187","3","7","3",2,"1","3","2",1,251,741,44.879
"10188","3","7","3",2,"1","3","4",2,101,710,67.724
"10189","3","7","3",2,"1","3","4",2,303,743,158.28
"10190","3","7","3",2,"1","3","5",1,101,710,21.593
"10191","3","7","3",2,"1","3","5",1,241,743,49.68
"10192","3","7","3",2,"1","3","5",1,242,743,34.969
"10193","3","7","3",2,"1","3","5",1,251,743,238.835
"10194","3","7","3",2,"1","3","5",1,251,773,54.878
"10195","3","7","3",2,"1","3","5",1,292,743,177.118
"10196","3","7","3",2,"1","3","5",1,320,730,88.148
"10197","3","7","3",2,"1","3","5",2,101,710,69.089
"10198","3","7","3",2,"1","3","5",2,103,710,65.655
"10199","3","7","3",2,"1","3","5",2,107,710,58.971
"10200","3","7","3",2,"1","3","5",2,162,730,117.185
"10201","3","7","3",2,"1","3","5",2,311,743,134.361
"10202","3","7","3",2,"1","3","6",1,251,773,166.099
"10203","3","7","3",2,"1","3","6",1,259,741,162.709
"10204","3","7","3",2,"1","3","6",1,303,741,128.411
"10205","3","7","3",2,"1","3","6",1,303,743,125.342
"10206","3","7","3",2,"1","3","6",1,311,743,114.129
"10207","3","7","3",2,"1","3","6",2,102,710,25.594
"10208","3","7","3",2,"1","3","6",2,103,710,52.232
"10209","3","7","3",2,"2","3","2",1,311,743,323.856
"10210","3","7","3",2,"2","3","3",1,101,710,102.077
"10211","3","7","3",2,"2","3","3",1,291,743,474.8
"10212","3","7","3",2,"2","3","3",1,292,741,284.121
"10213","3","7","3",2,"2","3","3",1,292,743,41.518
"10214","3","7","3",2,"2","3","4",1,251,743,79.431
"10215","3","7","3",2,"2","3","4",1,292,743,40.704
"10216","3","7","3",2,"2","3","4",1,311,743,175.897
"10217","3","7","3",2,"2","3","4",1,311,771,158.046
"10218","3","7","3",2,"2","3","4",1,320,730,140.084
"10219","3","7","3",2,"2","3","4",1,339,730,96.178
"10220","3","7","3",2,"2","3","4",2,107,710,171.965
"10221","3","7","3",2,"2","3","4",2,311,773,95.517
"10222","3","7","3",2,"2","3","5",1,103,710,20.052
"10223","3","7","3",2,"2","3","5",1,107,710,32.94
"10224","3","7","3",2,"2","3","5",1,162,730,17.436
"10225","3","7","3",2,"2","3","5",1,251,743,219.352
"10226","3","7","3",2,"2","3","5",1,259,743,311.854
"10227","3","7","3",2,"2","3","5",1,292,743,39.452
"10228","3","7","3",2,"2","3","5",1,311,743,366.277
"10229","3","7","3",2,"2","3","5",1,311,773,74.297
"10230","3","7","3",2,"2","3","5",1,320,730,333.613
"10231","3","7","3",2,"2","3","5",1,320,773,297.943
"10232","3","7","3",2,"2","3","5",1,339,730,175.451
"10233","3","7","3",2,"2","3","5",2,103,710,66.81
"10234","3","7","3",2,"2","3","5",2,107,710,53.109
"10235","3","7","3",2,"2","3","5",2,292,741,340.24
"10236","3","7","3",2,"2","3","5",2,303,743,99.652
"10237","3","7","3",2,"2","3","5",2,311,742,106.183
"10238","3","7","3",2,"2","3","5",2,311,773,152.511
"10239","3","7","3",2,"2","3","6",1,101,710,36.174
"10240","3","7","3",2,"2","3","6",1,107,710,30.259
"10241","3","7","3",2,"2","3","6",1,162,730,93.144
"10242","3","7","3",2,"2","3","6",1,251,743,18.159
"10243","3","7","3",2,"2","3","6",1,251,771,164.691
"10244","3","7","3",2,"2","3","6",1,251,773,216.93
"10245","3","7","3",2,"2","3","6",1,259,741,221.466
"10246","3","7","3",2,"2","3","6",2,101,710,29.517
"10247","3","7","3",2,"2","3","6",2,102,710,22.822
"10248","3","7","3",2,"2","3","6",2,107,710,22.31
"10249","3","7","3",2,"2","3","7",1,162,730,138.357
"10250","3","7","3",2,"2","4","2",1,311,773,132.202
"10251","3","7","3",2,"2","4","3",1,251,743,42.75
"10252","3","7","3",2,"2","4","3",1,291,743,103.509
"10253","3","7","3",2,"2","4","3",1,311,730,40.457
"10254","3","7","3",2,"2","4","3",1,311,743,71.741
"10255","3","7","3",2,"2","4","3",1,311,771,81.289
"10256","3","7","3",2,"2","4","3",2,311,743,219.931
"10257","3","7","3",2,"2","4","4",1,242,743,161.293
"10258","3","7","3",2,"2","4","4",1,259,743,39.768
"10259","3","7","3",2,"2","4","4",1,303,743,148.499
"10260","3","7","3",2,"2","4","4",1,311,743,216.269
"10261","3","7","3",2,"2","4","5",1,101,710,448.536
"10262","3","7","3",2,"2","4","5",1,102,710,16.73
"10263","3","7","3",2,"2","4","5",1,132,743,172.371
"10264","3","7","3",2,"2","4","5",1,241,743,341.723
"10265","3","7","3",2,"2","4","5",1,242,743,37.005
"10266","3","7","3",2,"2","4","5",1,243,741,151.665
"10267","3","7","3",2,"2","4","5",1,251,743,773.105
"10268","3","7","3",2,"2","4","5",1,259,743,391.47
"10269","3","7","3",2,"2","4","5",1,291,743,195.393
"10270","3","7","3",2,"2","4","5",1,311,743,260.865
"10271","3","7","3",2,"2","4","5",1,311,771,28.008
"10272","3","7","3",2,"2","4","5",1,311,773,59.464
"10273","3","7","3",2,"2","4","5",1,320,730,603.518
"10274","3","7","3",2,"2","4","5",2,311,771,55.212
"10275","3","7","3",2,"2","4","6",1,241,743,271.929
"10276","3","7","3",2,"2","4","6",1,243,742,39.335
"10277","3","7","3",2,"2","4","6",1,251,743,175.895
"10278","3","7","3",2,"2","4","6",1,251,773,105.225
"10279","3","7","3",2,"2","4","6",1,291,741,94.966
"10280","3","7","3",2,"2","4","6",1,292,743,50.167
"10281","3","7","3",2,"2","4","6",1,303,741,216.509
"10282","3","7","3",2,"2","4","6",1,303,743,317.422
"10283","3","7","3",2,"2","4","6",1,311,742,54.645
"10284","3","7","3",2,"2","4","6",1,311,771,70.422
"10285","3","7","3",2,"3","4","3",1,251,743,275.695
"10286","3","7","3",2,"3","4","4",1,292,741,380.268
"10287","3","7","3",2,"3","4","4",1,311,743,54.002
"10288","3","7","3",2,"3","4","4",1,311,771,90.209
"10289","3","7","3",2,"3","4","5",1,141,722,51.004
"10290","3","7","3",2,"3","4","5",1,162,730,167.701
"10291","3","7","3",2,"3","4","5",1,233,743,107.668
"10292","3","7","3",2,"3","4","5",1,243,741,153.605
"10293","3","7","3",2,"3","4","5",1,251,743,253.998
"10294","3","7","3",2,"3","4","5",1,291,741,284.783
"10295","3","7","3",2,"3","4","5",1,292,743,147.725
"10296","3","7","3",2,"3","4","5",1,311,743,218.135
"10297","3","7","3",2,"3","4","5",1,311,773,88.462
"10298","3","7","3",2,"3","4","5",1,320,730,255.038
"10299","3","7","3",2,"3","4","6",1,251,773,29.763
"10300","3","7","3",2,"3","4","6",1,292,741,146.745
"10301","3","7","3",2,"3","4","6",1,311,743,210.65
"10302","3","7","3",2,"3","4","6",1,311,773,88.654
"10303","3","7","3",2,"3","5","2",1,251,773,221.978
"10304","3","7","3",2,"3","5","4",1,259,741,107.904
"10305","3","7","3",2,"3","5","4",1,292,741,36.973
"10306","3","7","3",2,"3","5","4",2,311,773,171.83
"10307","3","7","3",2,"3","5","5",1,242,743,194.982
"10308","3","7","3",2,"3","5","5",1,262,743,77.693
"10309","3","7","3",2,"3","5","5",1,291,743,302.294
"10310","3","7","3",2,"3","5","5",1,292,743,47.492
"10311","3","7","3",2,"3","5","5",1,311,743,123.365
"10312","3","7","3",2,"3","5","5",1,311,773,126.34
"10313","3","7","3",2,"3","5","6",1,291,743,169.203
"10314","3","7","3",2,"4","5","4",1,259,743,154.529
"10315","3","7","3",2,"4","5","4",1,302,743,206.145
"10316","3","7","3",2,"4","5","4",1,311,743,30.49
